station_id,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
0-203-0-20101139001,26.0,25.0,23.0,24.0,22.0,24.0,24.0,13.0,9.0,19.0,10.0,4.0,,10.0,20.0,15.0,15.0,16.0,16.0,19.0,25.0,19.0,15.0,14.0,16.0,23.0,22.0,24.0,22.0,23.0,18.0,21.0,23.0,22.0,22.0,21.0,25.0,26.0,22.0
0-203-0-20101147002,26.0,23.0,23.0,25.0,23.0,19.0,22.0,13.0,12.0,24.0,16.0,13.0,12.0,21.0,24.0,23.0,18.0,25.0,24.0,21.0,25.0,19.0,25.0,23.0,24.0,21.0,21.0,25.0,22.0,25.0,21.0,22.0,23.0,21.0,20.0,19.0,20.0,26.0,23.0
0-203-0-20101153101,25.0,21.0,23.0,24.0,23.0,20.0,25.0,17.0,5.0,19.0,14.0,12.0,16.0,24.0,23.0,24.0,20.0,23.0,24.0,20.0,26.0,21.0,22.0,22.0,25.0,22.0,20.0,24.0,22.0,23.0,19.0,20.0,23.0,23.0,22.0,21.0,24.0,25.0,23.0
0-203-0-20201004001,24.0,22.0,24.0,19.0,23.0,25.0,24.0,14.0,19.0,24.0,15.0,17.0,13.0,19.0,20.0,23.0,19.0,22.0,21.0,24.0,6.0,17.0,24.0,19.0,20.0,24.0,24.0,22.0,25.0,22.0,20.0,22.0,23.0,25.0,23.0,26.0,24.0,26.0,24.0
0-203-0-20201038001,26.0,21.0,19.0,22.0,24.0,19.0,22.0,14.0,14.0,20.0,18.0,19.0,23.0,16.0,20.0,24.0,16.0,21.0,24.0,25.0,12.0,21.0,23.0,15.0,25.0,24.0,23.0,26.0,22.0,20.0,21.0,22.0,25.0,21.0,23.0,23.0,21.0,24.0,23.0
0-203-0-20201071001,24.0,25.0,24.0,25.0,21.0,22.0,22.0,12.0,12.0,24.0,15.0,15.0,7.0,11.0,23.0,23.0,17.0,20.0,23.0,21.0,9.0,6.0,16.0,16.0,23.0,25.0,22.0,23.0,21.0,25.0,22.0,21.0,21.0,22.0,24.0,21.0,22.0,26.0,23.0
0-203-0-20202005001,26.0,22.0,17.0,19.0,18.0,20.0,22.0,16.0,12.0,22.0,17.0,10.0,18.0,16.0,21.0,21.0,21.0,22.0,17.0,23.0,18.0,17.0,21.0,16.0,21.0,24.0,22.0,21.0,20.0,20.0,18.0,21.0,19.0,19.0,17.0,19.0,18.0,23.0,19.0
0-203-0-20202070001,23.0,19.0,18.0,23.0,22.0,18.0,18.0,14.0,16.0,16.0,9.0,15.0,15.0,21.0,23.0,23.0,14.0,24.0,23.0,24.0,5.0,11.0,23.0,16.0,21.0,23.0,23.0,22.0,25.0,23.0,22.0,23.0,22.0,24.0,25.0,22.0,25.0,22.0,24.0
0-203-0-20301001001,25.0,24.0,24.0,25.0,23.0,25.0,26.0,18.0,16.0,23.0,17.0,23.0,21.0,24.0,21.0,24.0,21.0,25.0,25.0,25.0,24.0,21.0,22.0,23.0,24.0,23.0,23.0,23.0,25.0,25.0,24.0,,,21.0,24.0,23.0,21.0,25.0,22.0
0-203-0-20301008002,25.0,20.0,24.0,24.0,24.0,21.0,22.0,18.0,20.0,22.0,22.0,18.0,18.0,23.0,23.0,23.0,19.0,22.0,23.0,24.0,23.0,23.0,24.0,25.0,23.0,23.0,25.0,23.0,22.0,24.0,20.0,24.0,23.0,22.0,24.0,19.0,21.0,23.0,18.0
0-203-0-20301050204,23.0,24.0,20.0,22.0,22.0,21.0,23.0,16.0,17.0,17.0,14.0,12.0,5.0,17.0,22.0,21.0,14.0,23.0,21.0,24.0,26.0,22.0,23.0,24.0,25.0,24.0,26.0,23.0,23.0,26.0,23.0,25.0,25.0,21.0,21.0,24.0,25.0,26.0,24.0
0-203-0-20301070001,16.0,20.0,21.0,23.0,20.0,16.0,24.0,7.0,3.0,16.0,12.0,11.0,8.0,17.0,20.0,23.0,19.0,24.0,25.0,23.0,25.0,22.0,26.0,24.0,25.0,26.0,24.0,24.0,24.0,26.0,22.0,23.0,24.0,23.0,24.0,24.0,24.0,25.0,18.0
0-203-0-20404050001,23.0,22.0,21.0,24.0,25.0,21.0,21.0,13.0,20.0,16.0,16.0,17.0,20.0,16.0,20.0,23.0,19.0,22.0,23.0,22.0,,,15.0,16.0,25.0,25.0,22.0,25.0,24.0,25.0,19.0,22.0,22.0,23.0,25.0,22.0,23.0,25.0,23.0
0-203-0-20404063001,21.0,24.0,21.0,23.0,24.0,23.0,24.0,20.0,17.0,23.0,26.0,26.0,18.0,22.0,23.0,25.0,23.0,26.0,20.0,24.0,5.0,9.0,10.0,4.0,17.0,26.0,24.0,23.0,23.0,21.0,20.0,22.0,21.0,23.0,22.0,20.0,22.0,21.0,20.0
0-203-0-20404085001,24.0,22.0,23.0,21.0,25.0,26.0,23.0,20.0,17.0,23.0,20.0,22.0,20.0,25.0,23.0,22.0,22.0,23.0,25.0,25.0,13.0,12.0,18.0,21.0,23.0,25.0,25.0,24.0,24.0,22.0,22.0,23.0,21.0,22.0,25.0,25.0,25.0,24.0,23.0
0-203-0-20404091001,26.0,24.0,25.0,26.0,25.0,23.0,26.0,13.0,17.0,24.0,15.0,16.0,18.0,16.0,22.0,21.0,17.0,25.0,23.0,25.0,5.0,8.0,21.0,14.0,21.0,24.0,19.0,24.0,19.0,24.0,17.0,16.0,21.0,22.0,22.0,21.0,21.0,26.0,22.0
0-203-0-20407027001,25.0,24.0,22.0,20.0,24.0,21.0,21.0,7.0,8.0,4.0,10.0,21.0,17.0,25.0,20.0,20.0,23.0,20.0,19.0,24.0,21.0,21.0,23.0,23.0,22.0,23.0,23.0,24.0,22.0,22.0,23.0,20.0,21.0,17.0,22.0,18.0,23.0,24.0,22.0
0-203-0-20408003001,25.0,25.0,22.0,24.0,21.0,18.0,18.0,11.0,11.0,17.0,10.0,12.0,17.0,19.0,13.0,14.0,21.0,20.0,25.0,24.0,21.0,22.0,25.0,23.0,24.0,25.0,20.0,23.0,23.0,24.0,22.0,21.0,19.0,15.0,24.0,20.0,22.0,23.0,25.0
0-203-0-40103004001,26.0,22.0,21.0,24.0,20.0,12.0,22.0,9.0,15.0,23.0,25.0,24.0,25.0,23.0,13.0,13.0,13.0,22.0,26.0,24.0,26.0,23.0,20.0,23.0,25.0,23.0,25.0,24.0,24.0,22.0,24.0,22.0,23.0,25.0,25.0,22.0,20.0,21.0,25.0
0-203-0-40201003001,24.0,26.0,23.0,23.0,25.0,26.0,22.0,25.0,25.0,24.0,24.0,18.0,22.0,25.0,22.0,24.0,25.0,24.0,26.0,25.0,23.0,26.0,26.0,23.0,25.0,24.0,26.0,24.0,24.0,23.0,17.0,25.0,22.0,22.0,25.0,25.0,21.0,25.0,24.0
0-203-0-40201004001,26.0,18.0,24.0,25.0,21.0,23.0,22.0,16.0,22.0,21.0,23.0,22.0,26.0,23.0,20.0,20.0,20.0,23.0,23.0,24.0,24.0,24.0,26.0,24.0,26.0,26.0,24.0,23.0,20.0,19.0,21.0,23.0,20.0,19.0,24.0,20.0,24.0,21.0,20.0
0-203-0-40202009001,22.0,23.0,19.0,24.0,23.0,18.0,26.0,21.0,24.0,23.0,24.0,20.0,25.0,20.0,11.0,13.0,14.0,22.0,24.0,17.0,26.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,23.0,23.0,26.0,24.0,21.0,22.0,22.0,26.0
0-203-0-40202023201,25.0,24.0,20.0,26.0,22.0,18.0,24.0,22.0,22.0,20.0,23.0,20.0,22.0,23.0,18.0,23.0,24.0,20.0,21.0,24.0,25.0,22.0,23.0,25.0,25.0,19.0,24.0,23.0,22.0,22.0,23.0,19.0,21.0,25.0,22.0,22.0,22.0,22.0,22.0
0-203-0-41001004001,,23.0,23.0,24.0,22.0,26.0,24.0,21.0,10.0,18.0,5.0,,12.0,21.0,22.0,24.0,22.0,24.0,23.0,24.0,22.0,21.0,25.0,26.0,25.0,26.0,23.0,22.0,25.0,26.0,23.0,22.0,24.0,22.0,25.0,25.0,22.0,23.0,25.0
0-203-0-41001034001,25.0,25.0,24.0,22.0,19.0,21.0,22.0,16.0,16.0,21.0,22.0,21.0,20.0,20.0,16.0,26.0,23.0,24.0,21.0,23.0,21.0,23.0,22.0,26.0,24.0,26.0,24.0,26.0,26.0,25.0,21.0,20.0,24.0,21.0,25.0,23.0,19.0,22.0,20.0
0-203-0-41001078001,25.0,24.0,22.0,24.0,24.0,21.0,23.0,13.0,12.0,22.0,16.0,14.0,19.0,20.0,24.0,26.0,24.0,25.0,25.0,25.0,26.0,22.0,26.0,26.0,24.0,23.0,22.0,25.0,25.0,26.0,22.0,22.0,24.0,23.0,25.0,24.0,20.0,23.0,24.0
0-203-0-41002036001,,,16.0,25.0,25.0,23.0,23.0,17.0,16.0,25.0,16.0,17.0,16.0,25.0,24.0,26.0,25.0,25.0,26.0,24.0,26.0,22.0,24.0,26.0,25.0,23.0,24.0,25.0,23.0,25.0,22.0,26.0,24.0,25.0,25.0,22.0,23.0,24.0,23.0
0-203-0-41101014001,7.0,25.0,22.0,23.0,23.0,24.0,24.0,16.0,15.0,21.0,19.0,7.0,16.0,24.0,19.0,21.0,19.0,24.0,22.0,24.0,20.0,22.0,23.0,25.0,25.0,25.0,22.0,25.0,26.0,24.0,22.0,19.0,22.0,22.0,22.0,17.0,20.0,21.0,20.0
0-203-0-41101034002,26.0,23.0,21.0,24.0,21.0,23.0,22.0,13.0,8.0,16.0,9.0,,21.0,24.0,24.0,24.0,20.0,24.0,26.0,24.0,26.0,20.0,25.0,25.0,25.0,24.0,24.0,23.0,24.0,22.0,23.0,19.0,24.0,23.0,24.0,22.0,22.0,26.0,22.0
0-203-0-41101084001,26.0,22.0,21.0,22.0,23.0,23.0,23.0,11.0,8.0,19.0,10.0,,8.0,17.0,21.0,22.0,23.0,23.0,23.0,25.0,24.0,21.0,24.0,23.0,25.0,24.0,22.0,24.0,24.0,24.0,22.0,23.0,24.0,22.0,25.0,21.0,22.0,23.0,18.0
0-203-0-41102012001,25.0,23.0,20.0,26.0,24.0,25.0,23.0,20.0,8.0,21.0,17.0,22.0,13.0,23.0,23.0,22.0,20.0,23.0,23.0,23.0,24.0,23.0,23.0,25.0,25.0,25.0,23.0,24.0,24.0,25.0,21.0,25.0,26.0,25.0,24.0,21.0,22.0,23.0,24.0
0-203-0-41102018001,23.0,21.0,24.0,24.0,22.0,23.0,23.0,9.0,7.0,16.0,13.0,11.0,12.0,20.0,22.0,25.0,20.0,22.0,24.0,22.0,25.0,24.0,24.0,24.0,22.0,22.0,22.0,24.0,22.0,26.0,20.0,23.0,25.0,24.0,24.0,21.0,23.0,24.0,17.0
0-203-0-41402044002,23.0,21.0,23.0,25.0,22.0,20.0,23.0,14.0,14.0,21.0,12.0,11.0,4.0,6.0,10.0,19.0,20.0,19.0,20.0,23.0,25.0,23.0,23.0,24.0,22.0,25.0,19.0,24.0,22.0,24.0,24.0,21.0,24.0,24.0,23.0,22.0,21.0,24.0,24.0
0-203-0-41402053001,26.0,25.0,25.0,26.0,25.0,25.0,23.0,19.0,19.0,23.0,16.0,12.0,2.0,5.0,3.0,21.0,23.0,23.0,21.0,21.0,26.0,23.0,25.0,24.0,22.0,25.0,20.0,25.0,23.0,24.0,20.0,24.0,22.0,25.0,24.0,24.0,25.0,23.0,24.0
0-203-0-41402059001,24.0,25.0,25.0,24.0,24.0,23.0,25.0,21.0,20.0,24.0,13.0,11.0,2.0,5.0,1.0,19.0,20.0,19.0,22.0,21.0,26.0,24.0,18.0,22.0,21.0,21.0,16.0,24.0,23.0,24.0,23.0,22.0,24.0,24.0,21.0,24.0,24.0,23.0,23.0
0-203-0-41402080001,25.0,22.0,25.0,26.0,26.0,24.0,25.0,22.0,20.0,23.0,16.0,4.0,3.0,9.0,13.0,14.0,26.0,23.0,20.0,19.0,26.0,19.0,18.0,21.0,19.0,26.0,18.0,21.0,26.0,25.0,19.0,17.0,22.0,24.0,25.0,22.0,24.0,26.0,24.0
0-203-0-41501010001,26.0,24.0,24.0,26.0,23.0,11.0,24.0,16.0,19.0,22.0,16.0,15.0,15.0,14.0,12.0,19.0,22.0,23.0,25.0,24.0,21.0,23.0,22.0,21.0,21.0,21.0,20.0,21.0,18.0,22.0,22.0,22.0,25.0,24.0,21.0,19.0,21.0,23.0,23.0
0-203-0-41501037001,25.0,23.0,23.0,23.0,23.0,25.0,22.0,19.0,18.0,22.0,20.0,15.0,11.0,11.0,10.0,20.0,21.0,20.0,21.0,24.0,26.0,24.0,25.0,25.0,24.0,22.0,24.0,24.0,25.0,24.0,23.0,18.0,23.0,23.0,23.0,20.0,20.0,23.0,22.0
0-203-0-41501047001,26.0,26.0,24.0,25.0,26.0,24.0,24.0,20.0,18.0,22.0,19.0,3.0,11.0,8.0,7.0,18.0,20.0,20.0,26.0,23.0,26.0,24.0,25.0,24.0,25.0,23.0,24.0,24.0,26.0,24.0,24.0,23.0,22.0,26.0,26.0,24.0,24.0,26.0,26.0
0-203-0-41501048001,21.0,22.0,21.0,22.0,19.0,16.0,19.0,13.0,16.0,19.0,16.0,11.0,14.0,11.0,11.0,20.0,21.0,21.0,21.0,24.0,26.0,22.0,24.0,25.0,23.0,13.0,23.0,24.0,23.0,26.0,23.0,21.0,23.0,23.0,24.0,22.0,23.0,24.0,24.0
0-203-0-41501076001,26.0,23.0,23.0,24.0,26.0,25.0,24.0,21.0,18.0,17.0,21.0,13.0,22.0,19.0,13.0,25.0,21.0,25.0,26.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,25.0,23.0,23.0,23.0,22.0,22.0,24.0,23.0,22.0,24.0,23.0
0-203-0-41502036001,24.0,25.0,25.0,26.0,24.0,23.0,20.0,20.0,19.0,19.0,16.0,17.0,6.0,12.0,6.0,18.0,22.0,18.0,22.0,23.0,26.0,23.0,17.0,16.0,17.0,20.0,10.0,23.0,23.0,23.0,23.0,18.0,20.0,24.0,21.0,19.0,20.0,21.0,22.0
0-203-0-41502083001,24.0,25.0,17.0,26.0,26.0,26.0,23.0,23.0,19.0,23.0,20.0,17.0,11.0,12.0,7.0,20.0,23.0,22.0,23.0,24.0,26.0,20.0,23.0,24.0,21.0,24.0,23.0,22.0,23.0,23.0,23.0,23.0,25.0,25.0,21.0,22.0,24.0,24.0,7.0
0-203-0-41503007001,23.0,25.0,22.0,22.0,25.0,22.0,22.0,16.0,18.0,23.0,20.0,14.0,4.0,9.0,5.0,18.0,17.0,18.0,20.0,21.0,26.0,23.0,23.0,22.0,20.0,19.0,15.0,23.0,21.0,21.0,24.0,17.0,20.0,23.0,22.0,22.0,21.0,23.0,23.0
0-203-0-41503064001,24.0,26.0,23.0,26.0,24.0,26.0,25.0,20.0,21.0,22.0,22.0,16.0,11.0,8.0,9.0,20.0,22.0,21.0,22.0,23.0,25.0,25.0,22.0,24.0,25.0,24.0,24.0,25.0,24.0,23.0,23.0,23.0,9.0,26.0,23.0,20.0,24.0,22.0,23.0
0-203-0-41601022101,24.0,24.0,23.0,24.0,21.0,23.0,25.0,19.0,17.0,24.0,14.0,7.0,17.0,11.0,8.0,19.0,10.0,25.0,22.0,24.0,24.0,22.0,24.0,24.0,24.0,25.0,20.0,22.0,24.0,26.0,25.0,21.0,25.0,26.0,25.0,22.0,24.0,25.0,25.0
0-203-0-41601028001,23.0,24.0,22.0,24.0,23.0,18.0,25.0,21.0,21.0,20.0,23.0,23.0,19.0,17.0,13.0,23.0,21.0,25.0,23.0,25.0,24.0,22.0,24.0,24.0,24.0,24.0,20.0,24.0,23.0,25.0,22.0,23.0,22.0,22.0,25.0,24.0,24.0,25.0,21.0
0-203-0-41601054001,26.0,24.0,24.0,25.0,26.0,26.0,26.0,21.0,22.0,24.0,17.0,11.0,13.0,12.0,12.0,19.0,21.0,19.0,24.0,25.0,26.0,22.0,25.0,25.0,23.0,26.0,22.0,24.0,24.0,25.0,25.0,22.0,26.0,26.0,23.0,22.0,22.0,24.0,9.0
0-203-0-41601087001,24.0,23.0,24.0,24.0,24.0,24.0,23.0,15.0,15.0,21.0,14.0,16.0,10.0,11.0,4.0,19.0,16.0,19.0,20.0,19.0,22.0,24.0,22.0,26.0,24.0,23.0,25.0,26.0,26.0,24.0,25.0,21.0,25.0,26.0,26.0,24.0,24.0,23.0,23.0
0-203-0-41602008001,18.0,20.0,12.0,16.0,9.0,22.0,22.0,19.0,9.0,21.0,19.0,4.0,13.0,12.0,11.0,13.0,12.0,13.0,26.0,25.0,25.0,20.0,23.0,24.0,25.0,23.0,24.0,23.0,25.0,26.0,24.0,23.0,22.0,22.0,23.0,21.0,20.0,25.0,23.0
0-203-0-41602014001,26.0,25.0,25.0,26.0,24.0,26.0,26.0,26.0,19.0,25.0,20.0,15.0,15.0,11.0,11.0,20.0,21.0,21.0,23.0,22.0,26.0,3.0,23.0,26.0,24.0,25.0,24.0,22.0,22.0,22.0,23.0,19.0,25.0,23.0,22.0,22.0,21.0,24.0,26.0
0-203-0-41602037001,24.0,23.0,22.0,26.0,23.0,23.0,26.0,20.0,18.0,25.0,20.0,16.0,13.0,11.0,11.0,21.0,18.0,18.0,23.0,21.0,24.0,19.0,14.0,22.0,18.0,24.0,17.0,23.0,18.0,22.0,20.0,14.0,19.0,21.0,21.0,22.0,19.0,22.0,20.0
0-203-0-41603036001,26.0,24.0,23.0,24.0,23.0,23.0,23.0,16.0,20.0,25.0,13.0,16.0,4.0,7.0,7.0,22.0,21.0,23.0,25.0,16.0,26.0,19.0,20.0,21.0,20.0,21.0,15.0,24.0,21.0,22.0,22.0,16.0,20.0,23.0,23.0,23.0,22.0,22.0,22.0
0-203-0-41603056001,24.0,23.0,24.0,26.0,25.0,26.0,22.0,18.0,20.0,24.0,18.0,13.0,15.0,8.0,8.0,20.0,21.0,21.0,21.0,20.0,26.0,23.0,23.0,22.0,21.0,24.0,22.0,26.0,23.0,24.0,24.0,20.0,24.0,26.0,25.0,22.0,25.0,23.0,26.0
0-203-0-41701004001,23.0,26.0,23.0,26.0,25.0,26.0,23.0,21.0,20.0,21.0,15.0,12.0,2.0,6.0,5.0,20.0,24.0,22.0,21.0,22.0,25.0,22.0,21.0,17.0,20.0,25.0,16.0,26.0,21.0,23.0,20.0,23.0,21.0,26.0,24.0,21.0,24.0,25.0,25.0
0-203-0-41701113001,24.0,25.0,23.0,26.0,26.0,25.0,23.0,20.0,21.0,24.0,17.0,13.0,7.0,7.0,,22.0,26.0,24.0,24.0,20.0,24.0,24.0,24.0,24.0,23.0,26.0,19.0,26.0,23.0,25.0,18.0,21.0,23.0,25.0,23.0,21.0,24.0,23.0,26.0
